age_group,gender,employment_status,income_bracket_aed,fitness_goal,workouts_per_week,diet_style,allergy_flags,orders_per_week,avg_spend_aed,preferred_meal_time,subscribe_intent,meals_per_week_sub,max_budget_aed,nutrition_tracking_importance,customization_level,spice_level,pause_likelihood,fav_add_ons,eco_pack_score,distance_km,diet_change_freq,nps_intent
2,2,3,5,2,5,1,None,10,110.6,3,2,11,3000.0,4,1,3,5,None,2,3,0,0
2,2,2,2,3,1,4,None,4,59.6,3,3,4,1013.0,5,2,3,3,Soup,3,4,1,6
2,2,2,2,2,4,7,None,3,86.3,2,3,4,1221.0,4,2,2,2,None,3,1,2,6
1,1,4,4,3,3,1,Dairy,4,91.8,1,3,5,1831.0,4,2,5,3,None,4,1,0,4
1,1,2,2,3,3,1,Dairy,5,78.6,3,2,7,2302.0,3,2,3,3,None,5,1,1,7
3,1,3,2,3,2,1,None,3,76.7,2,4,2,674.0,5,3,3,3,Soup,3,1,1,6
2,3,2,2,1,0,1,None,4,42.6,1,3,4,567.0,5,2,2,3,Soup,3,2,0,2
2,2,2,3,3,11,1,None,9,109.4,2,4,8,2942.0,5,3,4,1,None,4,2,0,10
1,2,4,3,4,0,4,None,8,99.9,2,2,9,2983.0,3,2,4,3,"Protein shake,Dessert pot",4,2,1,2
2,1,2,4,1,3,1,None,0,92.8,3,3,1,378.0,4,3,3,2,"Protein shake,Soup",5,2,0,7
2,2,2,3,2,4,3,Nuts,2,99.1,4,1,2,815.0,3,1,2,5,Protein shake,4,1,1,1
1,2,3,1,1,0,5,None,9,67.4,2,3,11,2386.0,4,2,2,2,Side salad,4,3,1,7
2,1,2,3,3,2,4,"Dairy,Soy",5,101.8,2,1,5,2164.0,2,1,3,5,Protein shake,4,3,2,0
1,2,2,4,3,2,1,"Nuts,Shellfish",7,87.9,3,2,6,2332.0,2,3,2,5,"Protein shake,Dessert pot,Side salad",3,1,3,5
1,2,2,2,1,3,3,None,5,65.4,2,3,5,1107.0,5,2,3,3,None,5,2,0,6
5,2,4,2,3,1,1,None,6,72.1,4,3,8,2157.0,4,2,2,4,None,5,2,0,8
2,2,5,1,1,2,6,None,2,54.8,2,1,2,500.0,1,1,2,5,Protein shake,4,1,0,4
4,1,2,3,3,4,1,Soy,0,72.5,1,3,1,312.0,5,1,5,3,Dessert pot,4,2,1,1
2,1,2,2,2,5,6,"Gluten,Shellfish",6,64.0,3,2,7,1652.0,2,2,4,4,Side salad,5,2,0,3
3,3,4,3,1,2,5,None,3,80.4,3,3,4,1411.0,4,2,2,2,None,4,2,0,4
3,1,1,1,1,11,3,None,2,75.9,3,3,2,701.0,4,3,3,3,Protein shake,5,3,0,10
2,2,2,4,1,3,1,None,3,93.4,4,1,5,1726.0,2,2,1,4,"Side salad,Soup",4,1,1,9
2,2,3,2,3,4,5,None,3,54.0,3,2,5,1160.0,4,1,5,4,Side salad,5,2,1,2
2,2,4,2,2,4,1,Soy,7,80.4,3,1,7,1885.0,1,1,3,5,None,5,3,0,2
2,4,4,3,1,1,1,None,7,72.3,3,1,9,2143.0,2,1,3,4,Soup,2,1,3,1
4,1,2,3,1,0,1,Dairy,8,83.0,3,2,9,3000.0,2,2,2,4,"Protein shake,Soup",4,2,1,4
4,1,1,1,1,2,3,Shellfish,5,46.6,3,1,7,1301.0,3,1,3,5,Side salad,5,1,0,2
5,1,2,3,3,1,1,None,8,71.6,3,4,10,3000.0,5,2,3,1,"Dessert pot,Soup",4,1,1,10
1,1,2,2,3,3,7,Soy,3,77.4,3,2,5,1722.0,3,3,3,3,"Dessert pot,Soup",4,1,0,5
3,1,2,4,1,3,1,Dairy,4,90.0,3,2,4,1317.0,4,1,1,3,None,2,1,1,8
4,1,3,3,2,8,5,Nuts,5,90.0,3,2,6,2171.0,2,3,3,4,Protein shake,4,1,0,8
1,2,1,1,1,4,1,Dairy,2,61.2,3,3,2,540.0,5,2,3,4,"Dessert pot,Soup",3,3,0,2
1,2,4,4,4,1,1,None,4,74.7,3,3,5,1357.0,4,3,2,2,None,5,1,0,7
3,1,2,4,4,0,1,"Dairy,Soy",4,74.0,2,1,3,839.0,1,2,2,5,None,3,3,2,1
2,1,2,2,3,2,7,None,7,66.6,4,2,9,1975.0,4,1,2,5,Soup,5,1,3,2
4,2,1,3,4,0,1,Shellfish,5,62.2,1,2,5,1060.0,3,3,4,5,None,4,2,0,7
1,1,2,4,3,3,4,None,5,85.5,3,1,7,2500.0,3,1,3,5,Protein shake,5,2,0,3
3,1,1,1,3,5,1,"Gluten,Dairy,Nuts,Shellfish",9,58.1,3,3,8,1857.0,4,2,5,4,"Protein shake,Side salad,Soup",4,1,0,3
1,1,5,1,2,5,5,None,4,62.3,4,2,5,1081.0,3,3,2,3,None,5,1,0,1
1,2,4,2,1,1,1,None,2,85.5,3,1,1,275.0,3,1,4,5,Dessert pot,3,4,2,4
1,1,2,2,1,2,1,Nuts,11,92.3,3,3,11,3000.0,4,2,4,3,Soup,5,3,0,5
4,3,2,4,1,5,4,Shellfish,6,97.5,1,3,8,3000.0,3,3,3,2,None,3,3,2,8
3,1,5,1,3,2,1,None,7,74.5,3,2,6,1497.0,2,2,3,5,Dessert pot,5,2,2,2
2,2,2,3,1,3,2,None,4,79.8,2,3,5,1534.0,4,2,3,3,Dessert pot,5,2,0,9
2,1,2,3,1,2,1,None,7,81.4,3,2,6,1749.0,2,2,2,4,None,3,3,3,5
4,1,2,4,2,6,5,Shellfish,1,86.2,4,3,3,1055.0,5,2,2,2,Protein shake,4,2,1,7
2,2,5,2,1,0,2,None,3,75.2,4,3,4,1209.0,4,3,2,3,None,4,1,0,6
4,2,1,1,2,4,1,Shellfish,5,57.3,3,1,6,1641.0,1,2,4,5,None,4,3,0,0
2,2,2,2,4,1,5,None,2,63.2,2,2,4,1122.0,3,2,3,4,"Dessert pot,Side salad",1,1,0,1
2,2,5,2,3,1,1,None,5,66.8,2,4,4,1256.0,5,3,3,1,Soup,5,4,0,9
2,2,2,1,3,5,3,Soy,5,34.9,3,3,6,864.0,4,2,3,3,None,3,3,2,7
2,2,1,1,2,4,5,Gluten,5,65.5,3,2,7,2008.0,3,3,2,3,Protein shake,5,2,0,1
3,2,2,5,2,9,6,None,5,107.5,2,1,6,2988.0,3,1,2,5,Soup,4,2,0,1
2,1,4,4,1,3,1,None,3,110.9,2,3,3,1087.0,4,2,4,4,Dessert pot,5,2,0,7
1,1,2,2,3,3,3,None,7,56.4,3,2,8,2105.0,3,2,4,5,None,3,2,1,3
4,1,5,2,1,2,1,None,5,65.7,3,2,4,930.0,4,1,3,4,"Dessert pot,Side salad",3,1,0,4
2,2,2,3,1,3,2,None,5,67.3,4,3,6,1748.0,4,3,3,3,None,3,3,0,3
2,1,1,1,3,3,2,None,4,73.9,1,4,4,1312.0,5,3,3,1,None,5,2,1,6
4,1,5,1,1,0,1,None,2,51.2,3,1,3,518.0,3,1,3,5,"Protein shake,Soup",4,3,1,2
3,2,2,5,2,7,4,None,9,84.8,4,1,10,3000.0,1,2,3,5,Side salad,3,1,2,2
1,2,2,2,1,0,4,Shellfish,6,68.4,3,4,8,2562.0,5,2,3,2,None,4,1,0,4
4,2,2,2,1,13,2,"Dairy,Soy",6,82.0,2,3,8,2786.0,4,2,3,3,None,4,3,2,2
3,1,2,3,1,2,1,None,4,74.0,3,2,5,1276.0,2,3,2,3,None,5,2,0,1
2,2,1,2,1,1,1,None,4,54.5,4,1,6,1343.0,2,1,5,4,Protein shake,5,2,1,1
1,1,1,1,3,3,1,None,7,50.2,2,3,9,1695.0,4,3,2,2,None,2,1,3,6
3,1,2,3,3,3,1,None,3,76.4,4,3,5,1791.0,4,2,2,3,Soup,5,2,1,6
3,1,4,2,2,4,1,Dairy,2,85.5,2,2,3,988.0,3,2,5,4,None,5,3,1,3
2,1,2,5,3,1,1,"Gluten,Dairy,Soy",4,96.8,2,3,4,1669.0,5,1,2,2,Side salad,5,1,0,3
4,1,5,1,1,5,4,Shellfish,6,40.5,3,3,7,1196.0,3,3,3,4,Side salad,5,1,0,3
3,2,2,3,1,3,1,None,3,67.8,3,1,4,985.0,1,2,3,5,Side salad,5,2,0,3
1,1,2,4,1,3,5,Soy,4,89.9,1,1,6,2188.0,1,1,2,5,Side salad,5,2,0,4
2,2,2,2,3,6,6,"Gluten,Soy",8,179.8,2,3,9,3000.0,5,1,5,3,Side salad,4,4,0,9
1,2,2,5,2,5,1,None,3,93.7,4,3,2,712.0,5,2,3,2,None,2,2,2,6
3,1,2,5,3,6,1,Nuts,7,128.8,2,1,8,3000.0,2,1,3,5,"Dessert pot,Side salad",4,2,0,3
1,2,3,4,3,6,2,None,5,103.0,1,1,7,2468.0,2,2,4,5,Soup,5,2,0,5
2,1,4,2,2,9,1,Shellfish,5,58.0,2,4,5,1118.0,5,3,3,3,Side salad,3,1,1,0
3,2,5,2,3,4,4,None,10,59.9,3,2,11,2116.0,2,2,3,3,Side salad,4,2,3,5
4,1,2,4,4,1,1,None,7,108.5,4,2,7,2749.0,3,1,4,3,None,3,1,0,4
2,1,4,5,1,3,1,Dairy,4,108.4,2,3,3,1364.0,5,2,3,2,"Dessert pot,Soup",5,2,3,6
4,1,2,2,2,5,1,"Shellfish,Soy",4,75.7,2,3,4,1011.0,5,1,3,2,Dessert pot,4,1,0,4
1,2,1,2,3,6,1,None,5,54.9,3,3,6,1197.0,4,3,2,3,None,1,2,1,7
4,2,4,3,3,6,1,None,2,69.0,3,1,2,636.0,3,1,1,4,Side salad,4,2,0,2
1,1,2,2,1,3,1,Dairy,4,62.6,3,3,6,1618.0,5,1,5,3,None,1,3,1,7
2,2,2,2,2,8,1,Dairy,4,77.4,3,2,6,1538.0,3,3,2,4,None,3,4,0,4
3,2,2,4,2,4,5,Soy,3,83.0,1,2,2,795.0,3,2,3,3,Side salad,4,2,1,4
1,2,2,2,2,3,1,None,4,53.0,2,3,6,1498.0,4,2,1,2,"Dessert pot,Side salad",5,1,0,10
1,2,3,2,1,2,5,None,7,77.4,2,4,8,2122.0,5,3,5,2,Protein shake,3,2,0,4
3,2,2,5,4,0,1,None,15,93.5,1,2,14,3000.0,3,2,2,5,"Protein shake,Soup",3,4,0,0
3,2,5,1,3,2,1,Gluten,9,43.0,4,3,10,1754.0,4,2,4,4,"Protein shake,Side salad",2,1,1,3
3,2,1,2,2,4,1,None,6,80.8,2,3,5,1894.0,4,3,3,2,None,4,2,1,6
3,1,2,3,3,2,4,"Gluten,Soy",3,80.3,3,3,5,1907.0,5,2,1,3,Side salad,4,3,0,8
2,1,2,2,3,0,2,None,0,59.4,3,3,2,512.0,4,2,4,3,Dessert pot,1,3,3,2
2,1,2,3,1,1,1,None,4,84.0,4,4,5,1540.0,5,3,5,1,"Protein shake,Side salad",5,4,0,10
2,2,2,4,1,0,1,"Gluten,Nuts",3,78.3,2,3,2,733.0,4,3,3,4,Side salad,4,1,1,3
1,2,3,2,2,9,7,Gluten,3,62.2,2,3,5,1281.0,4,2,2,4,"Protein shake,Soup",3,3,0,6
4,1,4,4,3,5,5,None,8,81.0,1,2,10,3000.0,2,2,3,5,"Dessert pot,Side salad",5,1,2,9
2,2,5,1,1,2,1,None,12,59.8,3,3,11,2589.0,5,1,2,2,Soup,5,1,2,4
2,1,4,2,4,3,3,Shellfish,3,77.3,3,3,3,893.0,4,2,5,2,None,4,4,0,7
2,1,4,3,2,5,4,"Shellfish,Soy",6,57.2,4,3,6,1612.0,4,2,3,4,None,2,3,0,4
4,4,2,1,2,8,1,None,7,57.2,3,4,9,2323.0,5,2,3,1,Side salad,5,1,1,9
1,1,4,3,1,2,5,None,5,88.6,3,2,6,1728.0,3,3,3,4,None,1,1,0,7
2,1,2,3,1,0,4,None,3,68.2,3,3,4,877.0,4,2,1,4,Protein shake,3,2,1,9
2,2,2,1,3,7,1,None,3,66.0,2,2,2,437.0,4,1,1,3,Soup,3,2,2,6
3,2,2,3,4,2,6,None,10,91.5,1,2,10,3000.0,3,2,3,4,None,4,2,1,10
1,1,2,3,2,4,4,Soy,4,90.5,3,1,5,2038.0,3,1,3,5,Protein shake,4,2,1,3
4,2,2,3,4,2,1,None,1,66.2,1,3,1,266.0,5,1,5,4,Soup,5,1,2,8
4,2,5,3,3,4,1,None,5,109.9,4,3,7,3000.0,5,1,2,3,Protein shake,5,4,2,9
2,1,2,3,2,2,4,Dairy,4,75.4,3,4,5,1351.0,5,3,3,2,"Dessert pot,Soup",3,4,0,6
3,1,1,1,3,1,1,None,16,58.7,3,3,16,3000.0,4,3,5,2,Soup,5,2,2,4
4,2,2,5,2,5,5,None,6,78.2,3,3,7,1977.0,3,3,1,3,Dessert pot,4,2,2,2
3,1,1,2,2,10,1,None,17,81.5,3,2,17,3000.0,3,2,3,5,"Dessert pot,Soup",3,2,0,3
1,2,1,1,1,0,1,None,16,63.3,3,2,15,3000.0,4,1,2,5,"Protein shake,Dessert pot",5,2,0,5
2,2,2,2,3,5,5,None,5,79.3,3,3,6,1559.0,5,1,5,2,Soup,4,2,3,6
3,4,2,4,1,1,7,"Dairy,Soy",7,101.6,2,2,7,3000.0,3,1,2,3,None,4,2,0,7
2,1,2,3,3,4,3,None,7,69.8,3,4,6,1953.0,5,3,4,1,"Dessert pot,Side salad,Soup",4,4,2,9
3,3,3,3,3,2,3,None,8,91.6,3,2,9,3000.0,3,1,4,5,"Dessert pot,Side salad",4,2,1,0
4,1,3,3,1,3,5,None,3,86.0,3,1,3,1060.0,3,1,4,4,"Protein shake,Side salad",4,1,3,1
4,1,2,4,1,4,4,None,7,103.1,1,4,8,3000.0,5,3,3,3,"Protein shake,Dessert pot,Soup",1,2,0,10
2,1,2,5,2,4,1,Dairy,3,113.1,2,2,4,2153.0,4,1,5,5,"Protein shake,Dessert pot",4,1,0,0
1,1,2,3,2,3,4,"Nuts,Shellfish",4,60.6,3,2,3,664.0,3,2,3,3,None,5,2,0,0
5,2,3,1,1,2,3,Soy,7,63.5,4,4,8,1922.0,5,2,4,2,Dessert pot,1,2,3,6
4,1,1,2,2,1,3,Soy,8,73.9,4,4,8,2581.0,5,3,2,1,None,4,1,1,9
1,1,1,1,1,2,1,"Nuts,Shellfish",7,54.4,3,4,8,1840.0,5,3,3,3,Side salad,3,2,0,10
4,2,3,3,1,1,4,None,6,83.8,4,3,7,2651.0,4,2,3,3,None,4,1,0,9
4,1,2,5,1,1,1,None,9,88.8,2,3,8,2668.0,3,3,2,2,Soup,3,2,3,4
2,2,1,2,1,0,1,Dairy,7,71.8,1,4,6,1593.0,5,3,5,2,None,2,1,0,6
2,1,2,3,3,3,1,None,4,63.6,3,3,4,1052.0,4,3,2,4,None,3,3,2,3
2,2,5,1,4,0,1,None,4,69.6,3,4,6,1434.0,5,3,4,1,"Protein shake,Dessert pot,Side salad",5,2,0,10
1,2,4,3,2,5,5,Soy,9,75.0,3,2,8,1958.0,3,1,1,3,None,4,3,1,1
2,1,3,2,2,7,5,"Dairy,Nuts,Soy",6,75.7,1,3,5,1359.0,5,1,2,3,"Protein shake,Side salad",5,1,0,3
4,1,2,4,1,4,5,Soy,3,96.7,3,2,3,1002.0,3,2,3,3,"Protein shake,Side salad",4,2,0,7
1,1,2,3,2,2,4,None,6,90.0,2,2,8,2312.0,3,2,3,4,Protein shake,5,2,2,7
2,2,5,2,1,3,3,None,5,72.1,3,2,6,1923.0,3,3,1,4,None,4,1,1,3
2,1,5,1,3,3,3,Dairy,6,67.3,1,3,7,1917.0,5,1,3,4,Protein shake,4,1,0,7
2,1,2,2,4,2,1,None,1,65.4,4,1,2,559.0,1,2,2,4,Soup,3,4,0,0
4,1,4,4,1,3,2,Gluten,7,115.3,4,3,7,2793.0,4,2,4,3,None,4,3,0,1
2,1,2,2,3,2,2,"Dairy,Nuts,Shellfish",6,60.6,4,2,6,1313.0,3,2,3,4,None,3,3,0,0
2,2,2,3,1,2,6,Soy,7,75.0,3,2,7,1730.0,3,1,4,4,"Dessert pot,Soup",5,4,1,4
3,2,2,4,2,5,5,None,6,114.4,3,2,5,2743.0,4,1,5,4,"Protein shake,Dessert pot",4,2,2,3
2,1,2,3,1,3,1,None,2,81.1,1,3,2,546.0,5,1,3,4,Soup,4,2,2,6
1,1,5,1,2,6,1,None,7,72.6,3,2,9,2185.0,3,2,2,3,"Protein shake,Dessert pot,Side salad,Soup",5,1,2,4
2,2,1,2,1,2,4,"Gluten,Shellfish",6,72.9,3,3,5,1525.0,4,2,5,2,None,4,2,2,4
1,2,2,2,2,5,1,None,4,68.6,2,2,5,1280.0,4,1,2,5,None,3,1,0,1
1,1,4,5,2,4,1,None,4,96.9,3,2,3,1343.0,3,3,2,3,Side salad,4,1,0,7
2,1,4,2,1,2,1,"Dairy,Shellfish",4,89.0,3,4,3,1210.0,5,3,2,3,None,5,1,0,9
2,1,2,1,3,4,1,Nuts,3,57.4,3,2,2,527.0,4,1,2,3,"Protein shake,Dessert pot",4,2,0,1
4,2,2,5,4,1,1,None,2,106.9,2,4,2,936.0,5,3,1,2,Soup,3,2,0,6
2,1,2,2,2,9,4,Gluten,3,79.1,3,1,5,1349.0,3,1,3,5,None,3,2,1,0
2,2,2,3,1,3,7,None,7,95.5,4,2,7,2207.0,2,3,3,3,None,5,3,0,8
3,2,5,3,1,1,1,None,5,107.1,3,3,6,2123.0,4,3,3,3,None,5,2,1,10
1,2,4,5,3,2,1,None,4,114.0,3,3,3,1533.0,5,1,2,4,"Protein shake,Side salad",4,3,0,10
3,1,2,5,2,2,5,Nuts,4,103.1,4,2,3,1315.0,3,3,4,4,Soup,2,2,2,0
1,1,1,1,2,2,1,Dairy,5,35.6,3,1,4,679.0,3,1,3,5,Soup,3,1,0,0
5,1,1,2,1,2,6,Dairy,3,56.2,2,3,5,1189.0,4,3,4,4,Side salad,4,3,2,8
1,1,4,2,2,11,1,None,2,65.5,4,2,1,236.0,3,2,2,5,None,5,2,0,8
2,2,2,2,1,2,7,"Gluten,Soy",7,74.7,3,4,7,1748.0,5,2,3,2,None,4,1,0,5
1,3,2,4,4,1,1,Nuts,5,73.5,3,2,7,1947.0,3,3,4,3,Dessert pot,3,1,1,2
5,2,2,3,3,1,5,None,4,200.0,1,2,6,3000.0,4,1,1,3,None,2,1,1,1
2,2,2,3,1,2,4,None,2,96.2,2,3,1,405.0,5,2,5,4,None,2,2,0,1
2,1,1,1,2,5,6,Nuts,4,54.2,1,1,6,1091.0,3,1,3,5,None,2,2,0,0
1,1,2,3,1,2,4,None,7,90.2,3,4,7,2801.0,5,2,5,1,None,4,4,0,6
3,1,5,4,2,5,5,Gluten,5,74.3,2,2,6,1923.0,3,3,3,3,None,4,2,0,8
1,2,4,1,3,10,3,None,6,53.0,2,3,7,1624.0,4,3,5,2,None,5,1,3,7
4,2,3,2,2,7,5,None,7,77.0,2,2,9,3000.0,3,2,1,5,None,3,2,0,3
1,2,1,2,1,2,5,None,6,81.4,3,2,6,2071.0,2,3,4,3,Protein shake,2,4,0,8
1,1,2,2,1,1,1,None,8,68.5,3,2,10,3000.0,4,1,4,3,None,5,1,1,6
1,1,2,1,3,2,1,Dairy,8,48.9,4,3,8,1305.0,4,3,5,3,"Dessert pot,Soup",4,1,3,4
2,2,2,3,3,2,1,"Gluten,Shellfish",8,73.4,3,2,7,2419.0,4,1,1,5,"Protein shake,Side salad",3,4,0,6
2,1,4,3,2,5,3,None,5,63.1,3,1,4,896.0,1,1,2,4,None,3,1,0,0
1,2,2,2,1,3,5,"Gluten,Dairy,Nuts,Shellfish",4,59.7,3,3,3,714.0,4,2,4,3,Soup,4,4,1,9
3,2,1,2,1,2,1,None,5,73.1,3,1,4,1383.0,2,2,1,5,"Protein shake,Dessert pot",5,2,1,2
2,2,4,3,4,1,3,Soy,5,66.8,2,2,6,1398.0,3,2,1,5,"Protein shake,Dessert pot",2,1,0,3
2,1,5,3,2,4,5,Soy,6,75.2,3,3,5,1225.0,4,3,3,2,None,4,1,1,5
2,1,1,2,2,4,5,None,6,77.3,1,4,5,1421.0,5,2,3,1,Side salad,4,1,0,2
2,1,2,3,2,6,5,Soy,3,87.8,3,3,3,909.0,4,2,3,4,"Protein shake,Dessert pot,Soup",5,3,0,4
2,1,2,1,3,2,1,Dairy,6,49.2,3,2,8,1680.0,3,2,1,4,None,3,3,2,6
1,1,2,2,1,4,6,None,6,63.9,2,4,7,1631.0,5,3,3,3,"Protein shake,Soup",4,3,2,7
1,2,2,2,1,2,1,None,4,69.4,3,1,4,916.0,1,2,2,5,None,5,4,1,3
4,2,2,5,2,8,5,None,2,103.7,4,3,4,1920.0,4,3,4,2,"Dessert pot,Soup",4,2,1,5
4,1,5,1,3,3,1,None,7,57.5,2,2,6,1131.0,3,1,3,5,"Dessert pot,Side salad",3,4,0,6
2,1,2,2,3,5,1,Dairy,3,73.1,2,3,5,1328.0,5,2,3,4,Soup,5,1,0,0
2,1,1,1,3,1,5,None,17,66.8,3,2,18,3000.0,3,2,3,3,Side salad,4,4,3,0
3,1,2,3,2,8,5,None,3,85.6,3,3,2,554.0,4,2,3,3,Soup,5,1,0,5
2,2,2,2,1,2,1,Nuts,6,87.2,3,4,5,1510.0,5,2,1,2,None,5,2,0,9
1,1,4,3,4,3,4,None,8,67.9,2,4,10,3000.0,5,2,3,3,"Protein shake,Dessert pot,Side salad,Soup",4,2,0,7
1,1,2,1,2,4,4,None,4,52.9,1,2,5,862.0,3,2,3,4,Dessert pot,5,3,0,5
3,1,2,2,3,3,1,"Dairy,Shellfish",2,76.1,1,2,2,493.0,3,2,3,4,Soup,5,2,0,4
3,2,2,3,3,2,4,Shellfish,9,101.9,1,1,11,3000.0,1,3,4,4,"Protein shake,Side salad",5,2,0,0
1,2,3,3,2,3,5,Dairy,6,79.8,4,4,8,2134.0,5,2,1,2,"Protein shake,Dessert pot",4,4,0,9
1,1,2,3,1,2,5,None,6,78.6,2,4,6,1789.0,5,2,5,1,None,4,1,2,0
1,2,3,2,3,3,2,Shellfish,6,76.4,2,2,5,1224.0,3,1,3,4,"Dessert pot,Side salad",4,1,0,1
3,2,2,3,3,6,3,Gluten,3,71.4,4,2,5,1349.0,3,2,3,3,None,2,1,1,4
1,2,2,2,2,5,4,"Gluten,Nuts",3,75.7,4,2,3,842.0,4,1,1,5,"Dessert pot,Soup",4,4,2,3
1,1,2,4,2,5,2,None,5,74.3,1,3,7,2174.0,4,2,3,4,"Dessert pot,Side salad",4,1,1,2
3,2,5,1,1,4,2,Shellfish,5,40.9,3,2,6,981.0,3,3,3,5,"Protein shake,Soup",4,1,0,3
1,2,5,2,1,1,6,None,2,83.6,3,3,4,1433.0,4,2,5,3,"Protein shake,Dessert pot",4,3,0,1
3,2,2,5,1,5,1,None,2,86.9,1,2,2,816.0,3,3,3,5,Dessert pot,3,2,2,2
1,2,2,4,1,1,1,"Gluten,Shellfish",6,86.3,3,2,8,3000.0,2,2,4,5,"Protein shake,Dessert pot,Side salad",4,3,1,7
1,2,1,1,4,1,4,Gluten,6,62.0,4,3,8,2328.0,4,3,2,2,Dessert pot,3,2,0,8
1,1,2,2,3,3,1,None,6,87.2,3,4,8,2293.0,5,2,1,1,"Dessert pot,Soup",2,1,0,10
3,2,2,4,3,3,5,None,9,87.0,3,4,10,3000.0,5,2,5,3,Side salad,5,1,1,2
4,2,4,1,2,7,1,None,5,66.2,3,3,6,1476.0,4,2,2,4,Soup,4,1,0,6
4,2,5,3,1,1,5,Gluten,4,88.9,3,3,5,1619.0,5,2,4,3,Side salad,4,3,2,4
2,1,2,3,4,3,1,None,3,82.8,3,1,2,637.0,1,2,2,5,"Dessert pot,Soup",2,2,2,5
3,2,2,4,2,2,1,Gluten,9,85.1,1,3,10,3000.0,3,3,3,3,Side salad,4,2,0,5
1,2,4,2,1,2,5,None,4,59.0,3,2,6,1673.0,3,3,3,4,None,3,4,0,10
2,1,4,4,2,8,5,None,8,81.4,4,3,10,3000.0,3,3,5,2,Dessert pot,5,1,2,9
4,2,1,2,3,6,1,"Gluten,Nuts",6,62.0,1,3,7,1496.0,5,1,3,3,Side salad,1,1,0,7
1,2,2,4,3,3,1,"Gluten,Soy",9,94.0,1,2,9,2997.0,3,1,1,5,None,1,3,1,6
1,2,2,1,1,3,1,None,11,66.7,3,3,10,2567.0,4,3,3,2,None,5,4,1,5
1,1,2,1,3,4,1,None,2,31.3,3,3,4,474.0,4,2,4,2,Protein shake,3,2,2,5
1,1,2,2,1,3,2,None,4,72.5,4,3,4,1039.0,5,1,1,3,None,4,3,3,4
1,2,1,1,1,6,3,None,5,46.4,2,2,6,1270.0,4,1,1,4,Soup,4,2,0,0
2,1,2,3,3,3,1,"Gluten,Dairy,Nuts",7,79.1,3,2,9,2597.0,3,2,4,3,Side salad,5,4,0,3
2,2,2,4,3,14,1,Nuts,4,200.0,3,3,3,2489.0,4,2,4,4,Soup,5,1,0,8
4,2,1,1,2,10,4,Nuts,4,63.3,3,2,4,1004.0,4,1,2,5,"Protein shake,Soup",5,2,2,2
4,2,2,4,2,9,1,Dairy,3,89.0,3,2,3,1249.0,4,1,3,5,"Side salad,Soup",4,2,0,3
2,1,4,1,3,4,3,Dairy,10,56.3,3,2,9,2131.0,3,2,1,4,"Dessert pot,Side salad",1,1,2,4
2,2,4,2,3,6,3,Nuts,4,70.4,1,1,3,788.0,1,1,4,5,"Protein shake,Side salad",3,3,1,8
2,1,2,1,3,1,1,Dairy,4,57.9,3,1,5,1222.0,3,1,2,5,None,3,3,0,2
2,1,2,2,2,3,1,"Nuts,Shellfish",4,76.5,2,2,4,1135.0,3,2,2,3,"Side salad,Soup",5,3,0,5
2,1,5,3,4,0,1,None,6,90.7,2,2,6,1821.0,2,2,3,4,"Protein shake,Dessert pot,Side salad",5,2,1,3
3,1,2,2,4,2,3,None,3,72.2,3,1,5,1435.0,3,1,4,5,Protein shake,3,1,1,0
2,3,2,3,1,2,3,Nuts,15,84.0,3,4,15,3000.0,5,2,1,3,"Protein shake,Dessert pot,Soup",4,3,0,10
2,3,2,2,3,4,2,"Dairy,Soy",8,70.1,3,3,7,2284.0,3,3,2,3,None,4,2,1,9
2,1,2,4,2,4,7,None,7,82.3,3,3,8,2680.0,4,2,2,4,Dessert pot,3,1,3,7
2,2,2,2,2,8,4,"Nuts,Shellfish,Soy",3,76.5,3,3,4,1322.0,4,2,5,2,Soup,4,3,1,6
4,1,4,2,3,2,4,None,5,40.6,3,3,5,848.0,4,2,4,4,Soup,5,1,1,5
3,2,2,1,1,6,1,None,4,51.7,2,1,4,930.0,1,1,4,5,Soup,3,1,2,5
1,2,2,2,2,2,1,None,4,67.4,4,3,5,1134.0,5,2,3,4,Soup,4,1,1,1
4,2,5,1,3,4,1,"Nuts,Soy",2,75.0,3,3,1,288.0,4,3,2,2,None,4,1,1,7
2,1,1,2,1,4,3,None,5,93.5,2,3,7,2359.0,5,1,2,2,Dessert pot,3,1,0,6
4,2,2,4,2,6,2,None,3,89.9,3,2,4,1155.0,3,2,4,5,Dessert pot,5,3,3,5
3,1,2,4,4,1,4,Shellfish,8,103.9,4,3,7,3000.0,4,3,2,4,None,3,1,0,6
2,4,2,3,2,3,5,None,2,94.8,2,4,4,1295.0,5,3,3,3,Protein shake,4,3,0,10
1,1,1,1,2,4,1,Nuts,6,33.9,3,2,5,630.0,2,2,3,3,Protein shake,4,1,1,6
2,2,2,2,2,4,5,None,7,71.2,3,3,6,1960.0,5,1,3,2,Side salad,4,3,1,7
2,2,2,5,2,6,1,Gluten,2,97.7,2,2,2,851.0,3,2,3,4,None,4,1,0,8
3,2,2,4,3,6,1,Dairy,5,70.9,3,2,7,2039.0,3,3,2,5,"Side salad,Soup",5,3,0,3
2,1,2,4,3,5,4,None,7,85.3,3,4,9,2838.0,5,3,3,3,Soup,2,2,1,10
